uden_test_loss_std,uden_test_loss_mean,uden_test_loss_lower,uden_test_loss_upper,med_test_loss_std,med_test_loss_mean,med_test_loss_lower,med_test_loss_upper,datamængde
1164.5748291015625,13473.6611328125,11769.3486328125,14758.59375,876.0301513671875,13651.5703125,12589.76953125,15044.205078125,154
978.2061157226562,13941.2548828125,12513.9072265625,15014.0458984375,954.6505737304688,12313.7939453125,10990.5986328125,13526.365234375,49332
